 GeoStep   ADMPstep   Time, fs    SCF Energy, au   E-Ebeg,kcal/mol  E-E1,kcal/mol  EkinC(~T)     EkinP(A+B)    Ekin        Epot=Escf   Etot=Ekin+Epot  Etot-EkinP=EkinC+Epot  T,K    Connectivity, Rmax=  3.50
    7515   75140    15028.00      -1800.76271222       13.53       13.53           0.010643      0.000077      0.010720  -1800.762712  -1800.751993  -1800.752070            280.27       1    15.02800
    7516   75150    15030.00      -1800.76222801       13.83       13.83           0.010157      0.000079      0.010235  -1800.762228  -1800.751993  -1800.752071            267.47       1    15.03000
    7517   75160    15032.00      -1800.76176940       14.12       14.12           0.009705      0.000071      0.009777  -1800.761769  -1800.751993  -1800.752064            255.59       1    15.03200
    7518   75170    15034.00      -1800.76134961       14.39       14.39           0.009287      0.000070      0.009357  -1800.761350  -1800.751993  -1800.752063            244.56       1    15.03400
    7519   75180    15036.00      -1800.76097932       14.62       14.62           0.008917      0.000070      0.008986  -1800.760979  -1800.751993  -1800.752063            234.82       1    15.03600
    7520   75190    15038.00      -1800.76066518       14.81       14.81           0.008602      0.000070      0.008672  -1800.760665  -1800.751993  -1800.752063            226.53       1    15.03800
    7521   75200    15040.00      -1800.76041740       14.97       14.97           0.008350      0.000074      0.008425  -1800.760417  -1800.751993  -1800.752067            219.90       1    15.04000
    7522   75210    15042.00      -1800.76024300       15.08       15.08           0.008180      0.000070      0.008250  -1800.760243  -1800.751993  -1800.752063            215.42       1    15.04200
    7523   75220    15044.00      -1800.76015095       15.14       15.14           0.008090      0.000068      0.008158  -1800.760151  -1800.751993  -1800.752061            213.04       1    15.04400
    7524   75230    15046.00      -1800.76013876       15.14       15.14           0.008078      0.000068      0.008146  -1800.760139  -1800.751993  -1800.752061            212.72       1    15.04600
    7525   75240    15048.00      -1800.76021345       15.10       15.10           0.008146      0.000074      0.008221  -1800.760213  -1800.751993  -1800.752067            214.52       1    15.04800
    7526   75250    15050.00      -1800.76036670       15.00       15.00           0.008299      0.000075      0.008374  -1800.760367  -1800.751993  -1800.752067            218.56       1    15.05000
    7527   75260    15052.00      -1800.76059542       14.86       14.86           0.008529      0.000074      0.008603  -1800.760595  -1800.751993  -1800.752067            224.60       1    15.05200
    7528   75270    15054.00      -1800.76089441       14.67       14.67           0.008825      0.000077      0.008902  -1800.760894  -1800.751993  -1800.752070            232.40       1    15.05400
    7529   75280    15056.00      -1800.76125549       14.44       14.44           0.009183      0.000080      0.009263  -1800.761256  -1800.751993  -1800.752072            241.83       1    15.05600
    7530   75290    15058.00      -1800.76166453       14.19       14.19           0.009593      0.000079      0.009672  -1800.761665  -1800.751993  -1800.752071            252.63       1    15.05800
    7531   75300    15060.00      -1800.76211710       13.90       13.90           0.010042      0.000082      0.010124  -1800.762117  -1800.751993  -1800.752075            264.46       1    15.06000
    7532   75310    15062.00      -1800.76260528       13.60       13.60           0.010528      0.000084      0.010613  -1800.762605  -1800.751993  -1800.752077            277.25       1    15.06200
    7533   75320    15064.00      -1800.76310787       13.28       13.28           0.011024      0.000091      0.011115  -1800.763108  -1800.751993  -1800.752084            290.32       1    15.06400
    7534   75330    15066.00      -1800.76362249       12.96       12.96           0.011541      0.000089      0.011630  -1800.763623  -1800.751993  -1800.752082            303.91       1    15.06600
    7535   75340    15068.00      -1800.76413516       12.64       12.64           0.012051      0.000091      0.012142  -1800.764135  -1800.751993  -1800.752084            317.36       1    15.06800
    7536   75350    15070.00      -1800.76463423       12.32       12.32           0.012549      0.000093      0.012642  -1800.764634  -1800.751993  -1800.752086            330.46       1    15.07000
    7537   75360    15072.00      -1800.76511567       12.02       12.02           0.013026      0.000097      0.013123  -1800.765116  -1800.751993  -1800.752090            343.02       1    15.07200
    7538   75370    15074.00      -1800.76557310       11.73       11.73           0.013488      0.000093      0.013580  -1800.765573  -1800.751993  -1800.752085            355.19       1    15.07400
    7539   75380    15076.00      -1800.76599639       11.47       11.47           0.013909      0.000094      0.014004  -1800.765996  -1800.751993  -1800.752087            366.30       1    15.07600
    7540   75390    15078.00      -1800.76637735       11.23       11.23           0.014285      0.000099      0.014384  -1800.766377  -1800.751993  -1800.752092            376.19       1    15.07800
    7541   75400    15080.00      -1800.76670765       11.02       11.02           0.014615      0.000099      0.014715  -1800.766708  -1800.751993  -1800.752092            384.89       1    15.08000
    7542   75410    15082.00      -1800.76698692       10.85       10.85           0.014887      0.000107      0.014994  -1800.766987  -1800.751993  -1800.752100            392.04       1    15.08200
    7543   75420    15084.00      -1800.76720319       10.71       10.71           0.015119      0.000092      0.015210  -1800.767203  -1800.751993  -1800.752085            398.14       1    15.08400
    7544   75430    15086.00      -1800.76736149       10.61       10.61           0.015274      0.000095      0.015369  -1800.767362  -1800.751993  -1800.752088            402.23       1    15.08600
    7545   75440    15088.00      -1800.76745290       10.56       10.56           0.015361      0.000099      0.015460  -1800.767453  -1800.751993  -1800.752092            404.51       1    15.08800
    7546   75450    15090.00      -1800.76747833       10.54       10.54           0.015386      0.000100      0.015486  -1800.767478  -1800.751993  -1800.752092            405.18       1    15.09000
    7547   75460    15092.00      -1800.76743043       10.57       10.57           0.015337      0.000101      0.015438  -1800.767430  -1800.751993  -1800.752094            403.88       1    15.09200
    7548   75470    15094.00      -1800.76731625       10.64       10.64           0.015219      0.000104      0.015323  -1800.767316  -1800.751993  -1800.752098            400.77       1    15.09400
    7549   75480    15096.00      -1800.76712580       10.76       10.76           0.015042      0.000091      0.015133  -1800.767126  -1800.751993  -1800.752084            396.12       1    15.09600
    7550   75490    15098.00      -1800.76687525       10.92       10.92           0.014785      0.000097      0.014882  -1800.766875  -1800.751993  -1800.752090            389.36       1    15.09800
    7551   75500    15100.00      -1800.76656093       11.12       11.12           0.014477      0.000091      0.014568  -1800.766561  -1800.751993  -1800.752084            381.24       1    15.10000
    7552   75510    15102.00      -1800.76618985       11.35       11.35           0.014103      0.000094      0.014197  -1800.766190  -1800.751993  -1800.752087            371.40       1    15.10200
    7553   75520    15104.00      -1800.76577794       11.61       11.61           0.013695      0.000091      0.013785  -1800.765778  -1800.751993  -1800.752083            360.64       1    15.10400
    7554   75530    15106.00      -1800.76532029       11.89       11.89           0.013237      0.000090      0.013328  -1800.765320  -1800.751993  -1800.752083            348.60       1    15.10600
    7555   75540    15108.00      -1800.76483496       12.20       12.20           0.012757      0.000085      0.012842  -1800.764835  -1800.751993  -1800.752078            335.95       1    15.10800
    7556   75550    15110.00      -1800.76433707       12.51       12.51           0.012257      0.000087      0.012344  -1800.764337  -1800.751993  -1800.752080            322.78       1    15.11000
    7557   75560    15112.00      -1800.76383407       12.83       12.83           0.011761      0.000081      0.011841  -1800.763834  -1800.751993  -1800.752073            309.71       1    15.11200
    7558   75570    15114.00      -1800.76333877       13.14       13.14           0.011264      0.000082      0.011346  -1800.763339  -1800.751993  -1800.752075            296.62       1    15.11400
    7559   75580    15116.00      -1800.76286454       13.43       13.43           0.010787      0.000085      0.010872  -1800.762864  -1800.751993  -1800.752078            284.07       1    15.11600
    7560   75590    15118.00      -1800.76242277       13.71       13.71           0.010352      0.000078      0.010430  -1800.762423  -1800.751993  -1800.752071            272.61       1    15.11800
    7561   75600    15120.00      -1800.76202845       13.96       13.96           0.009954      0.000082      0.010035  -1800.762029  -1800.751993  -1800.752075            262.12       1    15.12000
    7562   75610    15122.00      -1800.76168182       14.18       14.18           0.009614      0.000075      0.009689  -1800.761682  -1800.751993  -1800.752068            253.18       1    15.12200
    7563   75620    15124.00      -1800.76139765       14.35       14.35           0.009335      0.000070      0.009405  -1800.761398  -1800.751993  -1800.752063            245.82       1    15.12400
    7564   75630    15126.00      -1800.76118776       14.49       14.49           0.009114      0.000081      0.009195  -1800.761188  -1800.751993  -1800.752074            240.01       1    15.12600
    7565   75640    15128.00      -1800.76104699       14.57       14.57           0.008982      0.000072      0.009054  -1800.761047  -1800.751993  -1800.752065            236.55       1    15.12800
    7566   75650    15130.00      -1800.76098040       14.62       14.62           0.008911      0.000076      0.008988  -1800.760980  -1800.751993  -1800.752069            234.68       1    15.13000
    7567   75660    15132.00      -1800.76097969       14.62       14.62           0.008915      0.000072      0.008987  -1800.760980  -1800.751993  -1800.752064            234.78       1    15.13200
    7568   75670    15134.00      -1800.76105170       14.57       14.57           0.008985      0.000074      0.009059  -1800.761052  -1800.751993  -1800.752067            236.61       1    15.13400
    7569   75680    15136.00      -1800.76118494       14.49       14.49           0.009117      0.000075      0.009192  -1800.761185  -1800.751993  -1800.752068            240.10       1    15.13600
    7570   75690    15138.00      -1800.76137237       14.37       14.37           0.009304      0.000076      0.009379  -1800.761372  -1800.751993  -1800.752069            245.00       1    15.13800
    7571   75700    15140.00      -1800.76160004       14.23       14.23           0.009532      0.000075      0.009607  -1800.761600  -1800.751993  -1800.752068            251.03       1    15.14000
    7572   75710    15142.00      -1800.76186073       14.06       14.06           0.009794      0.000074      0.009868  -1800.761861  -1800.751993  -1800.752067            257.91       1    15.14200
    7573   75720    15144.00      -1800.76214327       13.89       13.89           0.010075      0.000075      0.010151  -1800.762143  -1800.751993  -1800.752068            265.33       1    15.14400
    7574   75730    15146.00      -1800.76243469       13.70       13.70           0.010367      0.000075      0.010442  -1800.762435  -1800.751993  -1800.752068            273.00       1    15.14600
    7575   75740    15148.00      -1800.76272729       13.52       13.52           0.010656      0.000079      0.010734  -1800.762727  -1800.751993  -1800.752072            280.61       1    15.14800
    7576   75750    15150.00      -1800.76300198       13.35       13.35           0.010929      0.000079      0.011009  -1800.763002  -1800.751993  -1800.752073            287.82       1    15.15000
    7577   75760    15152.00      -1800.76324854       13.19       13.19           0.011179      0.000076      0.011256  -1800.763248  -1800.751993  -1800.752069            294.40       1    15.15200
    7578   75770    15154.00      -1800.76346706       13.06       13.06           0.011393      0.000081      0.011474  -1800.763467  -1800.751993  -1800.752074            300.03       1    15.15400
    7579   75780    15156.00      -1800.76364117       12.95       12.95           0.011572      0.000076      0.011648  -1800.763641  -1800.751993  -1800.752069            304.75       1    15.15600
    7580   75790    15158.00      -1800.76377131       12.87       12.87           0.011697      0.000081      0.011778  -1800.763771  -1800.751993  -1800.752074            308.04       1    15.15800
    7581   75800    15160.00      -1800.76384961       12.82       12.82           0.011778      0.000079      0.011857  -1800.763850  -1800.751993  -1800.752071            310.17       1    15.16000
    7582   75810    15162.00      -1800.76387949       12.80       12.80           0.011812      0.000075      0.011886  -1800.763880  -1800.751993  -1800.752068            311.05       1    15.16200
    7583   75820    15164.00      -1800.76385758       12.81       12.81           0.011784      0.000081      0.011865  -1800.763858  -1800.751993  -1800.752074            310.32       1    15.16400
    7584   75830    15166.00      -1800.76378792       12.86       12.86           0.011719      0.000076      0.011795  -1800.763788  -1800.751993  -1800.752069            308.61       1    15.16600
    7585   75840    15168.00      -1800.76367225       12.93       12.93           0.011604      0.000076      0.011680  -1800.763672  -1800.751993  -1800.752068            305.58       1    15.16800
    7586   75850    15170.00      -1800.76352252       13.02       13.02           0.011454      0.000076      0.011530  -1800.763522  -1800.751993  -1800.752069            301.63       1    15.17000
    7587   75860    15172.00      -1800.76334304       13.13       13.13           0.011275      0.000075      0.011350  -1800.763343  -1800.751993  -1800.752068            296.93       1    15.17200
    7588   75870    15174.00      -1800.76314486       13.26       13.26           0.011080      0.000072      0.011152  -1800.763145  -1800.751993  -1800.752065            291.77       1    15.17400
    7589   75880    15176.00      -1800.76293784       13.39       13.39           0.010867      0.000078      0.010945  -1800.762938  -1800.751993  -1800.752070            286.19       1    15.17600
    7590   75890    15178.00      -1800.76273636       13.51       13.51           0.010672      0.000072      0.010743  -1800.762736  -1800.751993  -1800.752065            281.03       1    15.17800
    7591   75900    15180.00      -1800.76254589       13.63       13.63           0.010482      0.000071      0.010553  -1800.762546  -1800.751993  -1800.752064            276.03       1    15.18000
    7592   75910    15182.00      -1800.76238385       13.74       13.74           0.010318      0.000073      0.010391  -1800.762384  -1800.751993  -1800.752066            271.71       1    15.18200
    7593   75920    15184.00      -1800.76225372       13.82       13.82           0.010189      0.000072      0.010261  -1800.762254  -1800.751993  -1800.752065            268.31       1    15.18400
    7594   75930    15186.00      -1800.76217539       13.87       13.87           0.010115      0.000068      0.010183  -1800.762175  -1800.751993  -1800.752061            266.36       1    15.18600
    7595   75940    15188.00      -1800.76215383       13.88       13.88           0.010090      0.000071      0.010161  -1800.762154  -1800.751993  -1800.752063            265.72       1    15.18800
    7596   75950    15190.00      -1800.76219095       13.86       13.86           0.010127      0.000072      0.010198  -1800.762191  -1800.751993  -1800.752064            266.68       1    15.19000
    7597   75960    15192.00      -1800.76229432       13.79       13.79           0.010230      0.000072      0.010302  -1800.762294  -1800.751993  -1800.752065            269.39       1    15.19200
    7598   75970    15194.00      -1800.76246628       13.68       13.68           0.010405      0.000068      0.010474  -1800.762466  -1800.751992  -1800.752061            274.02       1    15.19400
    7599   75980    15196.00      -1800.76270550       13.53       13.53           0.010637      0.000076      0.010713  -1800.762706  -1800.751993  -1800.752068            280.12       1    15.19600
    7600   75990    15198.00      -1800.76300643       13.35       13.35           0.010935      0.000079      0.011014  -1800.763006  -1800.751993  -1800.752071            287.97       1    15.19800
    7601   76000    15200.00      -1800.76336461       13.12       13.12           0.011297      0.000075      0.011372  -1800.763365  -1800.751993  -1800.752068            297.49       1    15.20000
    7602   76010    15202.00      -1800.76376766       12.87       12.87           0.011698      0.000077      0.011775  -1800.763768  -1800.751993  -1800.752069            308.07       1    15.20200
    7603   76020    15204.00      -1800.76420896       12.59       12.59           0.012133      0.000083      0.012216  -1800.764209  -1800.751993  -1800.752076            319.51       1    15.20400
    7604   76030    15206.00      -1800.76467123       12.30       12.30           0.012596      0.000083      0.012679  -1800.764671  -1800.751993  -1800.752076            331.70       1    15.20600
    7605   76040    15208.00      -1800.76514839       12.00       12.00           0.013075      0.000081      0.013156  -1800.765148  -1800.751993  -1800.752073            344.32       1    15.20800
    7606   76050    15210.00      -1800.76562427       11.70       11.70           0.013551      0.000081      0.013631  -1800.765624  -1800.751993  -1800.752074            356.85       1    15.21000
    7607   76060    15212.00      -1800.76608547       11.41       11.41           0.013999      0.000093      0.014093  -1800.766085  -1800.751993  -1800.752086            368.67       1    15.21200
    7608   76070    15214.00      -1800.76651532       11.14       11.14           0.014434      0.000089      0.014523  -1800.766515  -1800.751993  -1800.752081            380.11       1    15.21400
    7609   76080    15216.00      -1800.76690963       10.90       10.90           0.014826      0.000091      0.014917  -1800.766910  -1800.751993  -1800.752083            390.44       1    15.21600
    7610   76090    15218.00      -1800.76725095       10.68       10.68           0.015157      0.000101      0.015258  -1800.767251  -1800.751993  -1800.752094            399.16       1    15.21800
    7611   76100    15220.00      -1800.76753621       10.50       10.50           0.015449      0.000094      0.015543  -1800.767536  -1800.751993  -1800.752087            406.84       1    15.22000
    7612   76110    15222.00      -1800.76775359       10.37       10.37           0.015661      0.000100      0.015761  -1800.767754  -1800.751993  -1800.752092            412.43       1    15.22200
    7613   76120    15224.00      -1800.76790047       10.27       10.27           0.015811      0.000096      0.015908  -1800.767900  -1800.751993  -1800.752089            416.38       1    15.22400
    7614   76130    15226.00      -1800.76798061       10.22       10.22           0.015887      0.000101      0.015988  -1800.767981  -1800.751993  -1800.752094            418.37       1    15.22600
    7615   76140    15228.00      -1800.76798251       10.22       10.22           0.015886      0.000104      0.015990  -1800.767983  -1800.751993  -1800.752097            418.34       1    15.22800
    7616   76150    15230.00      -1800.76791148       10.27       10.27           0.015821      0.000097      0.015918  -1800.767912  -1800.751993  -1800.752090            416.64       1    15.23000
    7617   76160    15232.00      -1800.76776888       10.36       10.36           0.015672      0.000104      0.015776  -1800.767769  -1800.751993  -1800.752097            412.71       1    15.23200
    7618   76170    15234.00      -1800.76755911       10.49       10.49           0.015466      0.000100      0.015566  -1800.767559  -1800.751993  -1800.752093            407.30       1    15.23400
    7619   76180    15236.00      -1800.76728696       10.66       10.66           0.015196      0.000098      0.015294  -1800.767287  -1800.751993  -1800.752091            400.17       1    15.23600
    7620   76190    15238.00      -1800.76695620       10.87       10.87           0.014865      0.000098      0.014963  -1800.766956  -1800.751993  -1800.752091            391.46       1    15.23800
    7621   76200    15240.00      -1800.76657694       11.11       11.11           0.014483      0.000101      0.014584  -1800.766577  -1800.751993  -1800.752094            381.41       1    15.24000
    7622   76210    15242.00      -1800.76614937       11.37       11.37           0.014056      0.000100      0.014157  -1800.766149  -1800.751993  -1800.752093            370.16       1    15.24200
    7623   76220    15244.00      -1800.76568284       11.67       11.67           0.013596      0.000094      0.013690  -1800.765683  -1800.751993  -1800.752087            358.04       1    15.24400
    7624   76230    15246.00      -1800.76518818       11.98       11.98           0.013097      0.000098      0.013195  -1800.765188  -1800.751993  -1800.752091            344.90       1    15.24600
    7625   76240    15248.00      -1800.76467131       12.30       12.30           0.012586      0.000093      0.012679  -1800.764671  -1800.751993  -1800.752086            331.44       1    15.24800
    7626   76250    15250.00      -1800.76413215       12.64       12.64           0.012053      0.000087      0.012139  -1800.764132  -1800.751993  -1800.752080            317.40       1    15.25000
    7627   76260    15252.00      -1800.76359031       12.98       12.98           0.011508      0.000090      0.011598  -1800.763590  -1800.751993  -1800.752082            303.06       1    15.25200
    7628   76270    15254.00      -1800.76304916       13.32       13.32           0.010965      0.000091      0.011056  -1800.763049  -1800.751993  -1800.752084            288.76       1    15.25400
    7629   76280    15256.00      -1800.76251205       13.66       13.66           0.010436      0.000083      0.010519  -1800.762512  -1800.751993  -1800.752076            274.83       1    15.25600
    7630   76290    15258.00      -1800.76199396       13.98       13.98           0.009921      0.000081      0.010001  -1800.761994  -1800.751993  -1800.752073            261.25       1    15.25800
    7631   76300    15260.00      -1800.76149883       14.29       14.29           0.009424      0.000082      0.009506  -1800.761499  -1800.751993  -1800.752075            248.16       1    15.26000
    7632   76310    15262.00      -1800.76103745       14.58       14.58           0.008962      0.000083      0.009045  -1800.761037  -1800.751993  -1800.752076            236.00       1    15.26200
    7633   76320    15264.00      -1800.76061050       14.85       14.85           0.008545      0.000073      0.008618  -1800.760610  -1800.751993  -1800.752066            225.02       1    15.26400
    7634   76330    15266.00      -1800.76022982       15.09       15.09           0.008159      0.000078      0.008237  -1800.760230  -1800.751993  -1800.752070            214.87       1    15.26600
    7635   76340    15268.00      -1800.75989718       15.30       15.30           0.007829      0.000076      0.007904  -1800.759897  -1800.751993  -1800.752068            206.17       1    15.26800
    7636   76350    15270.00      -1800.75961979       15.47       15.47           0.007553      0.000074      0.007627  -1800.759620  -1800.751993  -1800.752067            198.89       1    15.27000
    7637   76360    15272.00      -1800.75939641       15.61       15.61           0.007332      0.000072      0.007404  -1800.759396  -1800.751993  -1800.752064            193.08       1    15.27200
    7638   76370    15274.00      -1800.75923172       15.71       15.71           0.007169      0.000070      0.007239  -1800.759232  -1800.751993  -1800.752063            188.78       1    15.27400
    7639   76380    15276.00      -1800.75912529       15.78       15.78           0.007059      0.000074      0.007132  -1800.759125  -1800.751993  -1800.752067            185.89       1    15.27600
    7640   76390    15278.00      -1800.75906817       15.82       15.82           0.007008      0.000067      0.007075  -1800.759068  -1800.751993  -1800.752060            184.55       1    15.27800
    7641   76400    15280.00      -1800.75906426       15.82       15.82           0.007005      0.000067      0.007072  -1800.759064  -1800.751993  -1800.752060            184.46       1    15.28000
    7642   76410    15282.00      -1800.75910563       15.79       15.79           0.007046      0.000066      0.007113  -1800.759106  -1800.751993  -1800.752059            185.56       1    15.28200
    7643   76420    15284.00      -1800.75919072       15.74       15.74           0.007128      0.000070      0.007198  -1800.759191  -1800.751993  -1800.752062            187.72       1    15.28400
    7644   76430    15286.00      -1800.75930966       15.67       15.67           0.007250      0.000067      0.007317  -1800.759310  -1800.751993  -1800.752060            190.92       1    15.28600
    7645   76440    15288.00      -1800.75945715       15.57       15.57           0.007396      0.000068      0.007464  -1800.759457  -1800.751993  -1800.752061            194.77       1    15.28800
    7646   76450    15290.00      -1800.75962687       15.47       15.47           0.007564      0.000070      0.007634  -1800.759627  -1800.751993  -1800.752063            199.19       1    15.29000
    7647   76460    15292.00      -1800.75981310       15.35       15.35           0.007755      0.000065      0.007820  -1800.759813  -1800.751993  -1800.752058            204.23       1    15.29200
    7648   76470    15294.00      -1800.76001787       15.22       15.22           0.007954      0.000071      0.008025  -1800.760018  -1800.751993  -1800.752064            209.47       1    15.29400
    7649   76480    15296.00      -1800.76022694       15.09       15.09           0.008165      0.000069      0.008234  -1800.760227  -1800.751993  -1800.752062            215.03       1    15.29600
    7650   76490    15298.00      -1800.76044508       14.95       14.95           0.008382      0.000070      0.008452  -1800.760445  -1800.751993  -1800.752063            220.74       1    15.29800
    7651   76500    15300.00      -1800.76066854       14.81       14.81           0.008605      0.000071      0.008676  -1800.760669  -1800.751993  -1800.752063            226.61       1    15.30000
    7652   76510    15302.00      -1800.76089291       14.67       14.67           0.008831      0.000069      0.008900  -1800.760893  -1800.751993  -1800.752062            232.56       1    15.30200
    7653   76520    15304.00      -1800.76111899       14.53       14.53           0.009053      0.000073      0.009126  -1800.761119  -1800.751993  -1800.752066            238.40       1    15.30400
    7654   76530    15306.00      -1800.76134950       14.39       14.39           0.009287      0.000070      0.009357  -1800.761350  -1800.751993  -1800.752063            244.56       1    15.30600
    7655   76540    15308.00      -1800.76158064       14.24       14.24           0.009520      0.000068      0.009588  -1800.761581  -1800.751993  -1800.752061            250.69       1    15.30800
    7656   76550    15310.00      -1800.76181734       14.09       14.09           0.009754      0.000070      0.009825  -1800.761817  -1800.751993  -1800.752063            256.87       1    15.31000
    7657   76560    15312.00      -1800.76205719       13.94       13.94           0.009990      0.000074      0.010064  -1800.762057  -1800.751993  -1800.752067            263.09       1    15.31200
    7658   76570    15314.00      -1800.76229814       13.79       13.79           0.010234      0.000072      0.010305  -1800.762298  -1800.751993  -1800.752064            269.50       1    15.31400
    7659   76580    15316.00      -1800.76254516       13.63       13.63           0.010482      0.000070      0.010552  -1800.762545  -1800.751993  -1800.752063            276.04       1    15.31600
    7660   76590    15318.00      -1800.76279514       13.48       13.48           0.010728      0.000074      0.010802  -1800.762795  -1800.751993  -1800.752067            282.52       1    15.31800
    7661   76600    15320.00      -1800.76304587       13.32       13.32           0.010981      0.000072      0.011053  -1800.763046  -1800.751993  -1800.752065            289.17       1    15.32000
    7662   76610    15322.00      -1800.76329951       13.16       13.16           0.011231      0.000076      0.011307  -1800.763299  -1800.751993  -1800.752069            295.76       1    15.32200
    7663   76620    15324.00      -1800.76355208       13.00       13.00           0.011480      0.000079      0.011559  -1800.763552  -1800.751993  -1800.752072            302.32       1    15.32400
    7664   76630    15326.00      -1800.76379527       12.85       12.85           0.011732      0.000070      0.011802  -1800.763795  -1800.751993  -1800.752063            308.96       1    15.32600
    7665   76640    15328.00      -1800.76403893       12.70       12.70           0.011970      0.000076      0.012046  -1800.764039  -1800.751993  -1800.752069            315.22       1    15.32800
    7666   76650    15330.00      -1800.76427399       12.55       12.55           0.012206      0.000075      0.012281  -1800.764274  -1800.751993  -1800.752068            321.43       1    15.33000
    7667   76660    15332.00      -1800.76449703       12.41       12.41           0.012430      0.000074      0.012504  -1800.764497  -1800.751993  -1800.752067            327.35       1    15.33200
    7668   76670    15334.00      -1800.76470781       12.28       12.28           0.012638      0.000077      0.012715  -1800.764708  -1800.751993  -1800.752070            332.81       1    15.33400
    7669   76680    15336.00      -1800.76489650       12.16       12.16           0.012833      0.000071      0.012904  -1800.764897  -1800.751993  -1800.752064            337.95       1    15.33600
    7670   76690    15338.00      -1800.76506972       12.05       12.05           0.013000      0.000077      0.013077  -1800.765070  -1800.751993  -1800.752070            342.34       1    15.33800
    7671   76700    15340.00      -1800.76521689       11.96       11.96           0.013153      0.000071      0.013224  -1800.765217  -1800.751993  -1800.752064            346.37       1    15.34000
    7672   76710    15342.00      -1800.76534238       11.88       11.88           0.013276      0.000073      0.013350  -1800.765342  -1800.751993  -1800.752066            349.62       1    15.34200
    7673   76720    15344.00      -1800.76543789       11.82       11.82           0.013366      0.000079      0.013445  -1800.765438  -1800.751993  -1800.752072            351.99       1    15.34400
    7674   76730    15346.00      -1800.76550011       11.78       11.78           0.013434      0.000074      0.013507  -1800.765500  -1800.751993  -1800.752066            353.77       1    15.34600
    7675   76740    15348.00      -1800.76553086       11.76       11.76           0.013463      0.000075      0.013538  -1800.765531  -1800.751993  -1800.752068            354.54       1    15.34800
    7676   76750    15350.00      -1800.76553022       11.76       11.76           0.013461      0.000077      0.013537  -1800.765530  -1800.751993  -1800.752070            354.48       1    15.35000
    7677   76760    15352.00      -1800.76548848       11.79       11.79           0.013423      0.000073      0.013496  -1800.765488  -1800.751993  -1800.752065            353.49       1    15.35200
    7678   76770    15354.00      -1800.76541526       11.83       11.83           0.013346      0.000076      0.013422  -1800.765415  -1800.751993  -1800.752069            351.46       1    15.35400
    7679   76780    15356.00      -1800.76530660       11.90       11.90           0.013241      0.000073      0.013314  -1800.765307  -1800.751993  -1800.752066            348.68       1    15.35600
    7680   76790    15358.00      -1800.76515834       12.00       12.00           0.013090      0.000076      0.013166  -1800.765158  -1800.751993  -1800.752069            344.70       1    15.35800
    7681   76800    15360.00      -1800.76497815       12.11       12.11           0.012911      0.000074      0.012985  -1800.764978  -1800.751993  -1800.752067            340.00       1    15.36000
    7682   76810    15362.00      -1800.76476241       12.24       12.24           0.012694      0.000076      0.012769  -1800.764762  -1800.751993  -1800.752069            334.28       1    15.36200
    7683   76820    15364.00      -1800.76451447       12.40       12.40           0.012447      0.000074      0.012522  -1800.764514  -1800.751993  -1800.752067            327.79       1    15.36400
    7684   76830    15366.00      -1800.76423960       12.57       12.57           0.012176      0.000071      0.012247  -1800.764240  -1800.751993  -1800.752064            320.65       1    15.36600
    7685   76840    15368.00      -1800.76394130       12.76       12.76           0.011874      0.000074      0.011949  -1800.763941  -1800.751993  -1800.752067            312.71       1    15.36800
    7686   76850    15370.00      -1800.76362326       12.96       12.96           0.011560      0.000070      0.011630  -1800.763623  -1800.751993  -1800.752063            304.43       1    15.37000
    7687   76860    15372.00      -1800.76329095       13.17       13.17           0.011225      0.000074      0.011298  -1800.763291  -1800.751993  -1800.752066            295.59       1    15.37200
    7688   76870    15374.00      -1800.76295309       13.38       13.38           0.010890      0.000070      0.010960  -1800.762953  -1800.751993  -1800.752063            286.78       1    15.37400
    7689   76880    15376.00      -1800.76261391       13.59       13.59           0.010550      0.000071      0.010621  -1800.762614  -1800.751993  -1800.752064            277.83       1    15.37600
    7690   76890    15378.00      -1800.76227724       13.80       13.80           0.010210      0.000074      0.010284  -1800.762277  -1800.751993  -1800.752067            268.88       1    15.37800
    7691   76900    15380.00      -1800.76195084       14.01       14.01           0.009891      0.000068      0.009958  -1800.761951  -1800.751993  -1800.752060            260.46       1    15.38000
    7692   76910    15382.00      -1800.76164256       14.20       14.20           0.009580      0.000070      0.009650  -1800.761643  -1800.751993  -1800.752063            252.28       1    15.38200
    7693   76920    15384.00      -1800.76135786       14.38       14.38           0.009295      0.000070      0.009365  -1800.761358  -1800.751993  -1800.752063            244.78       1    15.38400
    7694   76930    15386.00      -1800.76109718       14.54       14.54           0.009036      0.000068      0.009104  -1800.761097  -1800.751993  -1800.752061            237.96       1    15.38600
    7695   76940    15388.00      -1800.76086219       14.69       14.69           0.008800      0.000069      0.008869  -1800.760862  -1800.751993  -1800.752062            231.75       1    15.38800
    7696   76950    15390.00      -1800.76065701       14.82       14.82           0.008592      0.000073      0.008664  -1800.760657  -1800.751993  -1800.752065            226.26       1    15.39000
    7697   76960    15392.00      -1800.76047844       14.93       14.93           0.008416      0.000070      0.008486  -1800.760478  -1800.751993  -1800.752062            221.63       1    15.39200
    7698   76970    15394.00      -1800.76031986       15.03       15.03           0.008261      0.000066      0.008327  -1800.760320  -1800.751993  -1800.752059            217.55       1    15.39400
